run_id,timestamp_ms,raw_m,filtered_m,residual_m,label
2,113570,6.17,6.04,0.13,2
2,113677,6.22,6.11,0.11,2
2,113749,6.32,6.19,0.13,2
2,113916,6.45,6.29,0.16,2
2,114038,6.53,6.39,0.14,2
2,114085,6.55,6.45,0.10,2
2,114912,6.88,6.62,0.26,2
2,114974,6.91,6.73,0.18,2
2,115237,7.05,6.86,0.19,2
2,115369,7.09,6.95,0.14,2
2,115431,7.11,7.01,0.10,2
2,115573,6.99,7.00,-0.01,2
2,115670,6.85,6.94,-0.09,2
2,116044,6.89,6.92,-0.03,2
2,116317,6.68,6.83,-0.15,2
2,116439,6.61,6.74,-0.13,2
2,116581,6.48,6.64,-0.16,2
2,116668,6.37,6.53,-0.16,2
2,116750,6.29,6.44,-0.15,2
2,116892,6.15,6.33,-0.18,2
2,117049,6.05,6.22,-0.17,2
2,117096,6.01,6.14,-0.13,2
2,117228,5.93,6.06,-0.13,2
2,117340,13.73,9.05,4.68,2
2,117457,13.84,10.92,2.92,2
2,117649,13.48,11.92,1.56,2
2,117781,13.23,12.43,0.80,2
2,117808,13.27,12.76,0.51,2
2,117950,13.04,12.87,0.17,2
2,118117,12.90,12.88,0.02,2
2,118189,12.90,12.89,0.01,2
2,118336,12.73,12.83,-0.10,2
2,118513,4.58,9.61,-5.03,2
2,118635,4.42,7.58,-3.16,2
2,118732,4.28,6.29,-2.01,2
2,118874,4.03,5.41,-1.38,2
2,118996,3.90,4.82,-0.92,2
2,119028,3.88,4.45,-0.57,2
2,119160,3.79,4.19,-0.40,2
2,119292,3.67,3.99,-0.32,2
2,119424,3.59,3.83,-0.24,2
2,119521,3.51,3.71,-0.20,2
2,119653,3.40,3.59,-0.19,2
2,119835,3.22,3.44,-0.22,2
2,119932,3.11,3.31,-0.20,2
2,120039,2.99,3.19,-0.20,2
2,120156,2.91,3.08,-0.17,2
2,120278,2.81,2.97,-0.16,2
2,120435,2.72,2.87,-0.15,2
2,120447,2.67,2.79,-0.12,2
2,120579,2.61,2.72,-0.11,2
2,120796,2.55,2.66,-0.11,2
2,120903,2.50,2.59,-0.09,2
2,120960,2.45,2.54,-0.09,2
2,121132,2.41,2.49,-0.08,2
2,121204,2.36,2.44,-0.08,2
2,121371,2.31,2.39,-0.08,2
2,121418,2.30,2.35,-0.05,2
2,121540,2.34,2.35,-0.01,2
2,121647,2.29,2.33,-0.04,2
2,121789,2.42,2.36,0.06,2
2,121971,2.51,2.42,0.09,2
2,122043,2.55,2.47,0.08,2
2,122150,2.73,2.57,0.16,2
2,122247,2.85,2.68,0.17,2
2,122364,2.98,2.80,0.18,2
2,122571,3.29,2.99,0.30,2
2,122628,3.42,3.16,0.26,2
2,122810,3.66,3.35,0.31,2
2,122857,3.77,3.52,0.25,2
2,123024,3.92,3.67,0.25,2
2,123111,4.17,3.87,0.30,2
2,123208,4.21,4.00,0.21,2
2,123340,12.12,7.17,4.95,2
2,123492,12.38,9.20,3.18,2
2,123579,12.41,10.46,1.95,2
2,123796,12.51,11.26,1.25,2
2,123878,12.33,11.68,0.65,2
2,124010,12.53,12.01,0.52,2
2,124047,12.89,12.35,0.54,2
2,124179,12.95,12.59,0.36,2
2,124371,13.17,12.81,0.36,2
2,124428,5.20,9.84,-4.64,2
2,124560,5.24,8.05,-2.81,2
2,124672,5.34,6.99,-1.65,2
2,124839,5.39,6.36,-0.97,2
2,124971,5.47,6.02,-0.55,2
2,125043,5.47,5.80,-0.33,2
2,125235,5.55,5.70,-0.15,2
2,125257,5.59,5.66,-0.07,2
2,125464,5.81,5.72,0.09,2
2,125546,5.85,5.77,0.08,2
2,125618,5.97,5.85,0.12,2
2,125800,6.08,5.94,0.14,2
2,125872,6.15,6.02,0.13,2
2,125979,6.21,6.09,0.12,2
2,126156,6.30,6.17,0.13,2
2,126243,6.31,6.23,0.08,2
2,126435,6.40,6.29,0.11,2
2,126517,6.41,6.34,0.07,2
2,126614,6.47,6.39,0.08,2
2,126796,6.49,6.43,0.06,2
2,126868,6.56,6.48,0.08,2
2,127096,6.69,6.56,0.13,2
2,127248,6.69,6.61,0.08,2
2,127345,6.74,6.66,0.08,2
2,127417,6.78,6.71,0.07,2
2,127524,6.79,6.74,0.05,2
2,127756,6.82,6.77,0.05,2
2,127778,6.83,6.79,0.04,2
2,128016,6.74,6.77,-0.03,2
2,128198,6.69,6.74,-0.05,2
2,128330,6.59,6.68,-0.09,2
2,128437,6.51,6.61,-0.10,2
2,128499,6.46,6.55,-0.09,2
2,128631,6.36,6.48,-0.12,2
2,128823,6.18,6.36,-0.18,2
2,128880,6.15,6.28,-0.13,2
2,129002,6.08,6.20,-0.12,2
2,129109,5.99,6.12,-0.13,2
2,129276,5.87,6.02,-0.15,2
2,129433,5.76,5.92,-0.16,2
2,129555,5.62,5.80,-0.18,2
2,129577,13.46,8.79,4.67,2
2,129759,13.37,10.58,2.79,2
2,129806,13.47,11.71,1.76,2
2,129938,13.25,12.31,0.94,2
2,130130,13.16,12.64,0.52,2
2,130227,13.02,12.79,0.23,2
2,130334,12.67,12.74,-0.07,2
2,130406,12.53,12.66,-0.13,2
2,130633,12.32,12.53,-0.21,2
2,130740,4.30,9.32,-5.02,2
2,130812,4.21,7.32,-3.11,2
2,130959,3.97,6.01,-2.04,2
2,131076,3.88,5.18,-1.30,2
2,131233,3.72,4.61,-0.89,2
2,131320,3.61,4.22,-0.61,2
2,131437,3.47,3.93,-0.46,2
2,131594,3.28,3.67,-0.39,2
2,131606,3.28,3.52,-0.24,2
2,131773,3.15,3.38,-0.23,2
2,131905,3.01,3.23,-0.22,2
2,131967,2.95,3.12,-0.17,2
2,132169,2.77,2.98,-0.21,2
2,132316,2.59,2.83,-0.24,2
2,132348,2.55,2.72,-0.17,2
2,132480,2.43,2.61,-0.18,2
2,132602,2.32,2.50,-0.18,2
2,132724,2.24,2.40,-0.16,2
2,132876,2.16,2.30,-0.14,2
2,133033,2.07,2.21,-0.14,2
2,133060,2.07,2.16,-0.09,2
2,133272,1.93,2.07,-0.14,2
2,133344,1.90,2.00,-0.10,2
2,133516,1.79,1.92,-0.13,2
2,133633,1.77,1.86,-0.09,2
2,133730,1.68,1.79,-0.11,2
3,156079,4.55,4.55,0.00,2
3,156271,4.68,4.66,0.02,2
3,156343,4.73,4.70,0.03,2
3,156490,4.87,4.77,0.10,2
3,156667,5.03,4.88,0.15,2
3,156679,5.10,4.97,0.13,2
3,156886,5.17,5.05,0.12,2
3,156993,5.23,5.12,0.11,2
3,157065,5.37,5.22,0.15,2
3,157182,5.42,5.30,0.12,2
3,157314,5.47,5.36,0.11,2
3,157486,5.52,5.42,0.10,2
3,157558,5.60,5.49,0.11,2
3,157650,5.59,5.53,0.06,2
3,157797,5.55,5.54,0.01,2
3,157964,13.74,8.74,5.00,2
3,158001,13.79,10.71,3.08,2
3,158178,13.72,11.89,1.83,2
3,158300,13.73,12.61,1.12,2
3,158372,13.74,13.05,0.69,2
3,158539,13.84,13.36,0.48,2
3,158611,13.89,13.57,0.32,2
3,158803,14.09,13.77,0.32,2
3,158900,14.00,13.86,0.14,2
3,158997,6.15,10.85,-4.70,2
3,159139,6.11,9.00,-2.89,2
3,159226,6.16,7.89,-1.73,2
3,159428,6.18,7.22,-1.04,2
3,159450,6.12,6.79,-0.67,2
3,159582,6.18,6.55,-0.37,2
3,159764,6.16,6.40,-0.24,2
3,159826,6.08,6.27,-0.19,2
3,160028,5.98,6.16,-0.18,2
3,160125,5.91,6.06,-0.15,2
3,160242,5.89,6.00,-0.11,2
3,160314,5.81,5.92,-0.11,2
3,160486,5.71,5.84,-0.13,2
3,160618,5.64,5.76,-0.12,2
3,160690,5.57,5.69,-0.12,2
3,160832,5.45,5.59,-0.14,2
3,160894,5.37,5.51,-0.14,2
3,161096,5.14,5.36,-0.22,2
3,161228,5.06,5.25,-0.19,2
3,161290,4.96,5.13,-0.17,2
3,161362,4.84,5.02,-0.18,2
3,161554,4.72,4.90,-0.18,2
3,161611,4.67,4.81,-0.14,2
3,161733,4.52,4.70,-0.18,2
3,161850,4.45,4.60,-0.15,2
3,162007,4.21,4.45,-0.24,2
3,162174,3.95,4.25,-0.30,2
3,162236,3.86,4.10,-0.24,2
3,162378,3.72,3.95,-0.23,2
3,162550,3.44,3.75,-0.31,2
3,162597,3.35,3.60,-0.25,2
3,162754,3.31,3.48,-0.17,2
3,162836,3.26,3.40,-0.14,2
3,163028,3.05,3.26,-0.21,2
3,163090,2.99,3.16,-0.17,2
3,163172,2.91,3.06,-0.15,2
3,163304,2.74,2.93,-0.19,2
3,163496,2.57,2.79,-0.22,2
3,163558,2.52,2.69,-0.17,2
3,163640,2.48,2.61,-0.13,2
3,163842,2.28,2.48,-0.20,2
3,163939,10.24,5.51,4.73,2
3,164106,10.26,7.36,2.90,2
3,164143,10.22,8.48,1.74,2
3,164290,9.82,9.00,0.82,2
3,164467,9.97,9.38,0.59,2
3,164504,10.01,9.63,0.38,2
3,164646,10.17,9.84,0.33,2
3,164758,10.03,9.91,0.12,2
3,164935,10.31,10.07,0.24,2
3,164962,2.17,6.98,-4.81,2
3,165094,2.36,5.18,-2.82,2
3,165226,2.55,4.15,-1.60,2
3,165333,2.67,3.57,-0.90,2
3,165450,2.78,3.26,-0.48,2
3,165667,3.12,3.21,-0.09,2
3,165774,2.91,3.09,-0.18,2
3,165886,3.00,3.06,-0.06,2
3,165968,3.03,3.05,-0.02,2
3,166075,3.17,3.09,0.08,2
3,166222,3.63,3.30,0.33,2
3,166364,3.51,3.38,0.13,2
3,166496,3.62,3.48,0.14,2
3,166533,3.70,3.56,0.14,2
3,166750,3.80,3.66,0.14,2
3,166842,3.81,3.72,0.09,2
3,166894,3.83,3.76,0.07,2
3,167036,3.83,3.79,0.04,2
3,167178,3.87,3.82,0.05,2
3,167250,3.83,3.82,0.01,2
3,167538,3.90,3.85,0.05,2
3,167685,4.01,3.91,0.10,2
3,167742,4.13,4.00,0.13,2
3,167924,4.34,4.13,0.21,2
3,169029,4.28,4.19,0.09,2
3,169146,4.05,4.14,-0.09,2
3,169208,3.99,4.08,-0.09,2
3,169315,3.88,4.00,-0.12,2
3,169447,3.74,3.90,-0.16,2
3,169569,3.69,3.82,-0.13,2
3,169711,3.59,3.73,-0.14,2
3,169798,3.58,3.67,-0.09,2
3,169890,3.50,3.60,-0.10,2
3,170107,3.38,3.52,-0.14,2
3,170169,3.31,3.44,-0.13,2
3,170266,3.22,3.35,-0.13,2
3,170373,3.07,3.24,-0.17,2
3,170611,2.98,3.14,-0.16,2
3,170793,2.90,3.05,-0.15,2
3,170925,2.90,2.99,-0.09,2
3,171032,2.89,2.95,-0.06,2
3,171104,10.92,6.06,4.86,2
3,171271,10.73,7.88,2.85,2
3,171393,10.57,8.93,1.64,2
3,171440,10.77,9.65,1.12,2
3,171642,10.66,10.04,0.62,2
3,171774,10.54,10.24,0.30,2
3,171846,10.45,10.32,0.13,2
3,171943,10.25,10.29,-0.04,2
3,172075,10.59,10.41,0.18,2
3,172267,2.32,7.25,-4.93,2
3,172329,2.33,5.33,-3.00,2
3,172401,2.27,4.14,-1.87,2
3,172593,2.20,3.38,-1.18,2
3,172725,2.17,2.91,-0.74,2
3,172782,2.19,2.63,-0.44,2
3,172929,2.13,2.43,-0.30,2
3,173026,2.18,2.33,-0.15,2
3,173193,2.14,2.26,-0.12,2
3,173300,2.15,2.22,-0.07,2
3,173397,2.18,2.20,-0.02,2
